Su [Mpa],Sy [Mpa],E [GPa],G [GPa],Mu [/],Ro [Kg/m3],Label
590,410,206000,80000,0.3,7860,Steel
1000,800,206000,80000,0.3,7860,Steel
510,195,206000,80000,0.3,7860,Steel
510,205,206000,80000,0.3,7860,Steel
510,205,206000,80000,0.3,7860,Steel
450,185,206000,80000,0.3,7860,Steel
540,240,206000,80000,0.3,7860,Steel
590,240,206000,80000,0.3,7860,Steel
540,240,206000,80000,0.3,7860,Steel
540,240,206000,80000,0.3,7860,Steel
540,240,206000,80000,0.3,7860,Steel
540,240,206000,80000,0.3,7860,Steel
530,205,206000,80000,0.3,7860,Steel
490,216,206000,80000,0.3,7860,Steel
470,186,206000,80000,0.3,7860,Steel
480,195,206000,80000,0.3,7860,Steel
530,205,206000,80000,0.3,7860,Steel
950,600,206000,80000,0.3,7860,Steel
150,150,85000,34000,0.25,7160,Grey Cast Iron
200,200,85000,34000,0.25,7160,Grey Cast Iron
250,250,85000,34000,0.25,7160,Grey Cast Iron
300,300,85000,34000,0.25,7160,Grey Cast Iron
350,350,85000,34000,0.25,7160,Grey Cast Iron
500,320,169000,70000,0.2,7160,Nodular Cast Iron
600,370,169000,70000,0.2,7160,Nodular Cast Iron
700,420,169000,70000,0.2,7160,Nodular Cast Iron
800,480,169000,70000,0.2,7160,Nodular Cast Iron
400,180,160000,64000,0.27,7160,Malleable Cast Iron
500,260,160000,64000,0.27,7160,Malleable Cast Iron
460,375,206000,80000,0.3,7860,Steel
360,195,206000,80000,0.3,7860,Steel
440,305,206000,80000,0.3,7860,Steel
340,175,206000,80000,0.3,7860,Steel
470,355,206000,80000,0.3,7860,Steel
400,235,206000,80000,0.3,7860,Steel
490,275,206000,80000,0.3,7860,Steel
520,335,206000,80000,0.3,7860,Steel
520,335,206000,80000,0.3,7860,Steel
510,325,206000,80000,0.3,7860,Steel
620,460,206000,80000,0.3,7860,Steel
570,450,206000,80000,0.3,7860,Steel
420,300,206000,80000,0.3,7860,Steel
440,340,206000,80000,0.3,7860,Steel
420,250,206000,80000,0.3,7860,Steel
480,300,206000,80000,0.3,7860,Steel
540,340,206000,80000,0.3,7860,Steel
600,370,206000,80000,0.3,7860,Steel
630,400,206000,80000,0.3,7860,Steel
650,430,206000,80000,0.3,7860,Steel
700,460,206000,80000,0.3,7860,Steel
750,500,206000,80000,0.3,7860,Steel
780,510,206000,80000,0.3,7860,Steel
700,490,206000,80000,0.3,7860,Steel
770,570,206000,80000,0.3,7860,Steel
800,600,206000,80000,0.3,7860,Steel
880,640,206000,80000,0.3,7860,Steel
980,680,206000,80000,0.3,7860,Steel
1226,1079,206000,80000,0.3,7860,Steel
830,630,206000,80000,0.3,7860,Steel
880,660,206000,80000,0.3,7860,Steel
930,735,206000,80000,0.3,7860,Steel
860,680,206000,80000,0.3,7860,Steel
1226,1079,206000,80000,0.3,7860,Steel
930,680,206000,80000,0.3,7860,Steel
1100,800,206000,80000,0.3,7860,Steel
1100,900,206000,80000,0.3,7860,Steel
1200,1000,206000,80000,0.3,7860,Steel
588,392,206000,80000,0.3,7860,Steel
412,177,206000,80000,0.3,7860,Steel
539,343,206000,80000,0.3,7860,Steel
637,441,206000,80000,0.3,7860,Steel
735,539,206000,80000,0.3,7860,Steel
430,205,206000,80000,0.3,7860,Steel
785,588,206000,80000,0.3,7860,Steel
520,205,206000,80000,0.3,7860,Steel
520,205,206000,80000,0.3,7860,Steel
520,205,206000,80000,0.3,7860,Steel
480,175,206000,80000,0.3,7860,Steel
520,205,206000,80000,0.3,7860,Steel
480,175,206000,80000,0.3,7860,Steel
520,205,206000,80000,0.3,7860,Steel
930,685,206000,80000,0.3,7860,Steel
560,205,206000,80000,0.3,7860,Steel
590,205,206000,80000,0.3,7860,Steel
880,560,206000,80000,0.3,7860,Steel
150,150,85000,34000,0.25,7160,Grey Cast Iron
200,200,85000,34000,0.25,7160,Grey Cast Iron
250,250,85000,34000,0.25,7160,Grey Cast Iron
300,300,85000,34000,0.25,7160,Grey Cast Iron
350,350,85000,34000,0.25,7160,Grey Cast Iron
500,320,169000,70000,0.2,7160,Nodular Cast Iron
600,370,169000,70000,0.2,7160,Nodular Cast Iron
700,420,169000,70000,0.2,7160,Nodular Cast Iron
800,480,169000,70000,0.2,7160,Nodular Cast Iron
400,180,160000,64000,0.27,7160,Malleable Cast Iron
500,260,160000,64000,0.27,7160,Malleable Cast Iron
